project,genome,file_accession,type,output_type,replicates,pipe
ENCSR000BRQ,GRCh38,ENCFF569UZW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BRQ,GRCh38,ENCFF787GDS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BRQ,GRCh38,ENCFF813LOW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DKV,GRCh38,ENCFF827JRI,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DKV,GRCh38,ENCFF096ZT,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DKV,GRCh38,ENCFF102FRY,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR000DKV,GRCh38,ENCFF770BRI,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DKV,GRCh38,ENCFF416GC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DKV,GRCh38,ENCFF085TTI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQG,GRCh38,ENCFF309QRC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQG,GRCh38,ENCFF834MZG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BQG,GRCh38,ENCFF590EPN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQT,GRCh38,ENCFF700TAS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQT,GRCh38,ENCFF908JOP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BQT,GRCh38,ENCFF363EQX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BVA,GRCh38,ENCFF131TYZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BVA,GRCh38,ENCFF024RQX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BVA,GRCh38,ENCFF045BRA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BSI,GRCh38,ENCFF174AVU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BSI,GRCh38,ENCFF426QVZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BSI,GRCh38,ENCFF118SQC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZF,GRCh38,ENCFF361EVH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZF,GRCh38,ENCFF545CNM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZF,GRCh38,ENCFF359DIP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZF,GRCh38,ENCFF270NAL,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BRX,GRCh38,ENCFF955YFB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BRX,GRCh38,ENCFF332AUR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BRX,GRCh38,ENCFF504YVW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EVG,GRCh38,ENCFF546RIC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EVG,GRCh38,ENCFF010JHZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EVG,GRCh38,ENCFF578UGC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGY,GRCh38,ENCFF113VG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BGY,GRCh38,ENCFF725JAU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGY,GRCh38,ENCFF039KYN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BGY,GRCh38,ENCFF720YMW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EZE,GRCh38,ENCFF494YNM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EZE,GRCh38,ENCFF489RQK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EZE,GRCh38,ENCFF736JLN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZV,GRCh38,ENCFF029PAA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZV,GRCh38,ENCFF004HHB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZV,GRCh38,ENCFF787WKI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZV,GRCh38,ENCFF923CH,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DML,GRCh38,ENCFF433QLR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DML,GRCh38,ENCFF942WIC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DML,GRCh38,ENCFF721XKI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DLK,GRCh38,ENCFF412KEU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR541AMF,GRCh38,ENCFF244QK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR541AMF,GRCh38,ENCFF220GYE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR541AMF,GRCh38,ENCFF748KVH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BLO,GRCh38,ENCFF489EME,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BLO,GRCh38,ENCFF560USH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BLO,GRCh38,ENCFF043MUI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BLO,GRCh38,ENCFF124HAC,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DKU,GRCh38,ENCFF214XP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DKU,GRCh38,ENCFF222KAR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DKU,GRCh38,ENCFF910PXX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR176EXN,GRCh38,ENCFF907UNK,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR176EXN,GRCh38,ENCFF769TUY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR176EXN,GRCh38,ENCFF561CXF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR176EXN,GRCh38,ENCFF727XCA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR924TVL,GRCh38,ENCFF103MPW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR924TVL,GRCh38,ENCFF753LKY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR924TVL,GRCh38,ENCFF752TJU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR924TVL,GRCh38,ENCFF908BKW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR788DXU,GRCh38,ENCFF197SXI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR788DXU,GRCh38,ENCFF767PC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR788DXU,GRCh38,ENCFF127SQJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZG,GRCh38,ENCFF926AKK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZG,GRCh38,ENCFF776HLH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZG,GRCh38,ENCFF137ZOY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZG,GRCh38,ENCFF080HJX,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BVE,GRCh38,ENCFF968BSH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BVE,GRCh38,ENCFF324CEM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BVE,GRCh38,ENCFF677WKE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EUZ,GRCh38,ENCFF032VPU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EUZ,GRCh38,ENCFF640DXT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EUZ,GRCh38,ENCFF294NAG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EUZ,GRCh38,ENCFF860DHS,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BLF,GRCh38,ENCFF263RCV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BLF,GRCh38,ENCFF059DCB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BLF,GRCh38,ENCFF441JJV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BLF,GRCh38,ENCFF072CXB,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR499FDW,GRCh38,ENCFF969PVK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR499FDW,GRCh38,ENCFF689TYB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR499FDW,GRCh38,ENCFF425PCX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR414TYY,GRCh38,ENCFF374EFU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR414TYY,GRCh38,ENCFF921RVE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR414TYY,GRCh38,ENCFF357PLM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR414TYY,GRCh38,ENCFF545WXN,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EHG,GRCh38,ENCFF744HV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EHG,GRCh38,ENCFF392TVU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EHG,GRCh38,ENCFF842AKV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EHG,GRCh38,ENCFF425FVY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR681WHQ,GRCh38,ENCFF191NVV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR681WHQ,GRCh38,ENCFF623DXJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR681WHQ,GRCh38,ENCFF508ABJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR681WHQ,GRCh38,ENCFF128TUP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EYZ,GRCh38,ENCFF571DGT,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000EYZ,GRCh38,ENCFF392FLR,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR000EYZ,GRCh38,ENCFF223EVK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EYZ,GRCh38,ENCFF109CMJ,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000EYZ,GRCh38,ENCFF951RLK,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000EYZ,GRCh38,ENCFF865DVJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR170AMG,GRCh38,ENCFF942JZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR170AMG,GRCh38,ENCFF148HTG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR170AMG,GRCh38,ENCFF540BGL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000FAF,GRCh38,ENCFF430JQN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000FAF,GRCh38,ENCFF394CAH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000FAF,GRCh38,ENCFF453GKK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGN,GRCh38,ENCFF306SZL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGN,GRCh38,ENCFF334CNE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EGN,GRCh38,ENCFF309RNQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGN,GRCh38,ENCFF213EY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR903JFF,GRCh38,ENCFF856AHX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR903JFF,GRCh38,ENCFF299BGK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR903JFF,GRCh38,ENCFF682NNL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECI,GRCh38,ENCFF279OML,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECI,GRCh38,ENCFF184HCV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECI,GRCh38,ENCFF420EAY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DLS,GRCh38,ENCFF240MUS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DLS,GRCh38,ENCFF099EPZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DLS,GRCh38,ENCFF506AYR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDZ,GRCh38,ENCFF065KFR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDZ,GRCh38,ENCFF168GFU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDZ,GRCh38,ENCFF239XOI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDZ,GRCh38,ENCFF770TZL,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR631JFU,GRCh38,ENCFF141IMM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR631JFU,GRCh38,ENCFF489KEN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR631JFU,GRCh38,ENCFF301TIZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BSS,GRCh38,ENCFF091NQE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BSS,GRCh38,ENCFF819UGI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BSS,GRCh38,ENCFF278YUJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DMV,GRCh38,ENCFF163JHE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DMV,GRCh38,ENCFF426TBZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DMV,GRCh38,ENCFF171WDH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJD,GRCh38,ENCFF063KLF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BJD,GRCh38,ENCFF652MTP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJD,GRCh38,ENCFF736ATF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJD,GRCh38,ENCFF313BDA,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EGG,GRCh38,ENCFF627PLM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGG,GRCh38,ENCFF757RIY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGG,GRCh38,ENCFF204NAG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR427XYP,GRCh38,ENCFF959SMC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR427XYP,GRCh38,ENCFF610JGP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR427XYP,GRCh38,ENCFF229VLF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR799URB,GRCh38,ENCFF476ONW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR799URB,GRCh38,ENCFF727KPY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR799URB,GRCh38,ENCFF604VOI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BUQ,GRCh38,ENCFF463DWW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BUQ,GRCh38,ENCFF869FCB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BUQ,GRCh38,ENCFF052MZS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR579RFH,GRCh38,ENCFF580MYL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR579RFH,GRCh38,ENCFF215MVN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR579RFH,GRCh38,ENCFF719VZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EWE,GRCh38,ENCFF742DP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EWE,GRCh38,ENCFF239ZVI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EWE,GRCh38,ENCFF747MXP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EWE,GRCh38,ENCFF323AWS,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EWH,GRCh38,ENCFF230UNT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EWH,GRCh38,ENCFF535TPC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EWH,GRCh38,ENCFF968ICU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EWH,GRCh38,ENCFF791ZPU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EVJ,GRCh38,ENCFF399JUZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EVJ,GRCh38,ENCFF521XFY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EVJ,GRCh38,ENCFF120GVJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR828TVO,GRCh38,ENCFF142CUN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR828TVO,GRCh38,ENCFF008QXA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR828TVO,GRCh38,ENCFF939GIY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BND,GRCh38,ENCFF703XCL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BND,GRCh38,ENCFF448BQJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BND,GRCh38,ENCFF216MJZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BND,GRCh38,ENCFF204LCG,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR901VIE,GRCh38,ENCFF044IDV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR901VIE,GRCh38,ENCFF566TIA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR901VIE,GRCh38,ENCFF008MDV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJL,GRCh38,ENCFF200SDQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BJL,GRCh38,ENCFF014PPM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJL,GRCh38,ENCFF789CJN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJL,GRCh38,ENCFF986RRJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BUL,GRCh38,ENCFF624CRN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BUL,GRCh38,ENCFF272UXR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BUL,GRCh38,ENCFF811SMI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR590BHJ,GRCh38,ENCFF776ST,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR590BHJ,GRCh38,ENCFF631YXE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR590BHJ,GRCh38,ENCFF347KOK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJK,GRCh38,ENCFF890WJZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BJK,GRCh38,ENCFF154RCW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJK,GRCh38,ENCFF349REL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJK,GRCh38,ENCFF054HJA,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR609ZLF,GRCh38,ENCFF442RYH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR609ZLF,GRCh38,ENCFF002GVF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR609ZLF,GRCh38,ENCFF771BNB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR672OHP,GRCh38,ENCFF266MUT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR672OHP,GRCh38,ENCFF387NEF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR672OHP,GRCh38,ENCFF394Y,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BUF,GRCh38,ENCFF053UZX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BUF,GRCh38,ENCFF274NNV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BUF,GRCh38,ENCFF815IOK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR210DDA,GRCh38,ENCFF137QEJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR210DDA,GRCh38,ENCFF340HWN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR210DDA,GRCh38,ENCFF168BJM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR377GZS,GRCh38,ENCFF519NHL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR377GZS,GRCh38,ENCFF700YPT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR377GZS,GRCh38,ENCFF028IBZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZB,GRCh38,ENCFF164MPE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZB,GRCh38,ENCFF164PRT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZB,GRCh38,ENCFF556KOW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZB,GRCh38,ENCFF432AQP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR516SWI,GRCh38,ENCFF946CTR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR516SWI,GRCh38,ENCFF968PTV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR516SWI,GRCh38,ENCFF027XHU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR913KJZ,GRCh38,ENCFF194QYM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR913KJZ,GRCh38,ENCFF885KZI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR913KJZ,GRCh38,ENCFF891FMM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGY,GRCh38,ENCFF821MKR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGY,GRCh38,ENCFF764WUM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGY,GRCh38,ENCFF377FLV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKA,GRCh38,ENCFF568AZT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKA,GRCh38,ENCFF331RIQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKA,GRCh38,ENCFF566VLI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKA,GRCh38,ENCFF980V,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BUI,GRCh38,ENCFF423KOE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BUI,GRCh38,ENCFF978WRQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BUI,GRCh38,ENCFF158FOX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BMJ,GRCh38,ENCFF262EKX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BTS,GRCh38,ENCFF260GEA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BTS,GRCh38,ENCFF698VGK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BTS,GRCh38,ENCFF930BFA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BOU,GRCh38,ENCFF591XXC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BOU,GRCh38,ENCFF157QIV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BOU,GRCh38,ENCFF120WTR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BMH,GRCh38,ENCFF398UQZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BMH,GRCh38,ENCFF894AHR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BMH,GRCh38,ENCFF033BPL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BMH,GRCh38,ENCFF024TJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EEH,GRCh38,ENCFF982PLG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EEH,GRCh38,ENCFF751CQI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EEH,GRCh38,ENCFF682GZT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EEH,GRCh38,ENCFF418DKQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000ECM,GRCh38,ENCFF753CEB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECM,GRCh38,ENCFF438LSN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECM,GRCh38,ENCFF412WIM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHK,GRCh38,ENCFF038AVV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EBZ,GRCh38,ENCFF287KKY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
