project,genome,file_accession,type,output_type,replicates,pipe
ENCSR598TIR,GRCh38,ENCFF565EUP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR368GJN,GRCh38,ENCFF221TRR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR368GJN,GRCh38,ENCFF039ECH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR368GJN,GRCh38,ENCFF719RFH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR260GQA,GRCh38,ENCFF300TKM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR260GQA,GRCh38,ENCFF654WHZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR260GQA,GRCh38,ENCFF483LLJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR349FYX,GRCh38,ENCFF760NBK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR349FYX,GRCh38,ENCFF798VMF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR349FYX,GRCh38,ENCFF979PQA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR553ZJQ,GRCh38,ENCFF313BSI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR553ZJQ,GRCh38,ENCFF756JDC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR553ZJQ,GRCh38,ENCFF355CBP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR136QQF,GRCh38,ENCFF703IGQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR136QQF,GRCh38,ENCFF229JPK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR136QQF,GRCh38,ENCFF512XA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR567QAD,GRCh38,ENCFF683VXW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR567QAD,GRCh38,ENCFF594DZH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR567QAD,GRCh38,ENCFF434LYM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR801JWB,GRCh38,ENCFF601LM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR801JWB,GRCh38,ENCFF439PTK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR801JWB,GRCh38,ENCFF224AWK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR482SWD,GRCh38,ENCFF492FGH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR482SWD,GRCh38,ENCFF526BQQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR482SWD,GRCh38,ENCFF600GFF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR830LDY,GRCh38,ENCFF647OBG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR830LDY,GRCh38,ENCFF947QRV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR830LDY,GRCh38,ENCFF526PFE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR760UVO,GRCh38,ENCFF488OTN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR760UVO,GRCh38,ENCFF289ZXF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR760UVO,GRCh38,ENCFF260USS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR760UVO,GRCh38,ENCFF379LKE,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR157CEN,GRCh38,ENCFF978GOF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR157CEN,GRCh38,ENCFF004XBU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR157CEN,GRCh38,ENCFF308KBM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR157CEN,GRCh38,ENCFF766KKU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR948JND,GRCh38,ENCFF380KJB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR948JND,GRCh38,ENCFF574PRS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR948JND,GRCh38,ENCFF724HOW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR587BVQ,GRCh38,ENCFF645QRU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR587BVQ,GRCh38,ENCFF190XNJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR587BVQ,GRCh38,ENCFF027MP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR008LHT,GRCh38,ENCFF316TWM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR008LHT,GRCh38,ENCFF434CTB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR008LHT,GRCh38,ENCFF080XNV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BSP,GRCh38,ENCFF680JMZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BSP,GRCh38,ENCFF849KMH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BSP,GRCh38,ENCFF840XG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BLI,GRCh38,ENCFF831NDQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BLI,GRCh38,ENCFF367XWR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BLI,GRCh38,ENCFF039ZG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BLI,GRCh38,ENCFF533GSH,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR035OXA,GRCh38,ENCFF624ZSR,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR035OXA,GRCh38,ENCFF630XKG,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR035OXA,GRCh38,ENCFF337ZMK,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR035OXA,GRCh38,ENCFF245RYN,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR035OXA,GRCh38,ENCFF883DAI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR035OXA,GRCh38,ENCFF320KFK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR388ZRV,GRCh38,ENCFF080KWE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR388ZRV,GRCh38,ENCFF259GJS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR388ZRV,GRCh38,ENCFF919OSL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR528PSI,GRCh38,ENCFF264GAF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR528PSI,GRCh38,ENCFF093VFK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR528PSI,GRCh38,ENCFF290OYN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR528PSI,GRCh38,ENCFF685UQE,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR519QYU,GRCh38,ENCFF373KUZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR519QYU,GRCh38,ENCFF579HFE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR519QYU,GRCh38,ENCFF333ROE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR016OHL,GRCh38,ENCFF865WCB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR016OHL,GRCh38,ENCFF185LXE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR016OHL,GRCh38,ENCFF104WVQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECX,GRCh38,ENCFF438ZEN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECX,GRCh38,ENCFF942IRS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECX,GRCh38,ENCFF516XL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR422ODX,GRCh38,ENCFF636EFK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR422ODX,GRCh38,ENCFF256QNM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR422ODX,GRCh38,ENCFF666JES,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECY,GRCh38,ENCFF721NYV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECY,GRCh38,ENCFF112GLP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECY,GRCh38,ENCFF906QPL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR606KTL,GRCh38,ENCFF569TJP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR606KTL,GRCh38,ENCFF063LXQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR606KTL,GRCh38,ENCFF901HIE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EFY,GRCh38,ENCFF891OQP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EFY,GRCh38,ENCFF326OLC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EFY,GRCh38,ENCFF015KIX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EFY,GRCh38,ENCFF757OML,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR574VJG,GRCh38,ENCFF726LLI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR574VJG,GRCh38,ENCFF429J,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR574VJG,GRCh38,ENCFF032SWB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EFV,GRCh38,ENCFF171FVU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EFV,GRCh38,ENCFF922DMX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EFV,GRCh38,ENCFF947ANW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EFV,GRCh38,ENCFF618VMC,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR445FHB,GRCh38,ENCFF109ADF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR445FHB,GRCh38,ENCFF985LNF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR445FHB,GRCh38,ENCFF337RNH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR440UPD,GRCh38,ENCFF149LMA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR440UPD,GRCh38,ENCFF643YFT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR440UPD,GRCh38,ENCFF148NHF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR055ZIA,GRCh38,ENCFF259PTV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR055ZIA,GRCh38,ENCFF937HMC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR055ZIA,GRCh38,ENCFF699FRL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKQ,GRCh38,ENCFF159OUK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKQ,GRCh38,ENCFF224VHQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKQ,GRCh38,ENCFF547APK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKQ,GRCh38,ENCFF461PRP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BTI,GRCh38,ENCFF517TK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BTI,GRCh38,ENCFF430UEY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BTI,GRCh38,ENCFF686KBQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR257AFV,GRCh38,ENCFF305XQM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR257AFV,GRCh38,ENCFF706QBV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR257AFV,GRCh38,ENCFF458BXA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDA,GRCh38,ENCFF014TJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDA,GRCh38,ENCFF418DXC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDA,GRCh38,ENCFF292QL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR199HGP,GRCh38,ENCFF697DRN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR199HGP,GRCh38,ENCFF958DZY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR199HGP,GRCh38,ENCFF942IAK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR574YRZ,GRCh38,ENCFF594DAV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR574YRZ,GRCh38,ENCFF004YUN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR574YRZ,GRCh38,ENCFF020AIR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGZ,GRCh38,ENCFF068YYR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BGZ,GRCh38,ENCFF045VFH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGZ,GRCh38,ENCFF864WBM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BGZ,GRCh38,ENCFF768VSH,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BQK,GRCh38,ENCFF973FKS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQK,GRCh38,ENCFF370EZW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BQK,GRCh38,ENCFF477YBL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQK,GRCh38,ENCFF806KKM,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR026RAK,GRCh38,ENCFF559MTF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR026RAK,GRCh38,ENCFF344BVG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR026RAK,GRCh38,ENCFF236TGS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BSV,GRCh38,ENCFF749DWZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BSV,GRCh38,ENCFF479JZK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BSV,GRCh38,ENCFF530XNW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR888QFJ,GRCh38,ENCFF310TQK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR888QFJ,GRCh38,ENCFF550MQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR888QFJ,GRCh38,ENCFF998CZT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR276RQG,GRCh38,ENCFF606BJS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR276RQG,GRCh38,ENCFF374BKB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR276RQG,GRCh38,ENCFF668VTR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR226QQM,GRCh38,ENCFF561XGT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR226QQM,GRCh38,ENCFF787ZHE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR226QQM,GRCh38,ENCFF139TEC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR226QQM,GRCh38,ENCFF926VIT,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR754GYI,GRCh38,ENCFF569KYV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR754GYI,GRCh38,ENCFF802EAP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR754GYI,GRCh38,ENCFF279GXB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR784BVD,GRCh38,ENCFF239IMY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR784BVD,GRCh38,ENCFF283AYZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR784BVD,GRCh38,ENCFF592VGA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR945QEW,GRCh38,ENCFF604THW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR945QEW,GRCh38,ENCFF883YNX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR945QEW,GRCh38,ENCFF615XLN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000AVA,GRCh38,ENCFF338IDU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000AVA,GRCh38,ENCFF593HSP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000AVA,GRCh38,ENCFF276JMG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000AVA,GRCh38,ENCFF658SXI,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR401VBM,GRCh38,ENCFF226FPR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR401VBM,GRCh38,ENCFF341DKZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR401VBM,GRCh38,ENCFF417DYB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR666QNP,GRCh38,ENCFF314CDT,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR031URL,GRCh38,ENCFF844AMK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR031URL,GRCh38,ENCFF676ART,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR031URL,GRCh38,ENCFF570HIS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR031URL,GRCh38,ENCFF790ZAQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR507BWM,GRCh38,ENCFF966JEA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR507BWM,GRCh38,ENCFF647ZCZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR507BWM,GRCh38,ENCFF488UIJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR802UCW,GRCh38,ENCFF780JTP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR802UCW,GRCh38,ENCFF752VBY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR802UCW,GRCh38,ENCFF709KV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EVR,GRCh38,ENCFF362PMI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EVR,GRCh38,ENCFF181IGF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EVR,GRCh38,ENCFF766FW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR161CZA,GRCh38,ENCFF520POQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR161CZA,GRCh38,ENCFF846XXK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR161CZA,GRCh38,ENCFF723JPN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHD,GRCh38,ENCFF827VVQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BHD,GRCh38,ENCFF884SEK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHD,GRCh38,ENCFF931HMV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHD,GRCh38,ENCFF196JGP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR172OSX,GRCh38,ENCFF830MTX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR172OSX,GRCh38,ENCFF410QSU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR172OSX,GRCh38,ENCFF727VHN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR762LIP,GRCh38,ENCFF414ST,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR762LIP,GRCh38,ENCFF970UUU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR762LIP,GRCh38,ENCFF849VHP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQI,GRCh38,ENCFF301CNM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQI,GRCh38,ENCFF342QGM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQI,GRCh38,ENCFF099EFN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BQI,GRCh38,ENCFF862DXR,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR977FEF,GRCh38,ENCFF719BHI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR977FEF,GRCh38,ENCFF810UUH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR977FEF,GRCh38,ENCFF693WAH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR377HQG,GRCh38,ENCFF207XCM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR377HQG,GRCh38,ENCFF863ZXQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR377HQG,GRCh38,ENCFF857APQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR347HAM,GRCh38,ENCFF120BVS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR347HAM,GRCh38,ENCFF989IIC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR347HAM,GRCh38,ENCFF935DJL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHU,GRCh38,ENCFF382YJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BHU,GRCh38,ENCFF489WGL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHU,GRCh38,ENCFF415XFU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHU,GRCh38,ENCFF105TFM,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR023IPQ,GRCh38,ENCFF728JNA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR023IPQ,GRCh38,ENCFF816XOP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR023IPQ,GRCh38,ENCFF376VSC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR461ZJT,GRCh38,ENCFF090VN,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR461ZJT,GRCh38,ENCFF725SQV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR461ZJT,GRCh38,ENCFF235HAA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR461ZJT,GRCh38,ENCFF975VXC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR917SSX,GRCh38,ENCFF294DQQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR917SSX,GRCh38,ENCFF405SXX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR917SSX,GRCh38,ENCFF630QUV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR844JVU,GRCh38,ENCFF225UYZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR844JVU,GRCh38,ENCFF123DIQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR844JVU,GRCh38,ENCFF144RK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR744RAS,GRCh38,ENCFF885XKL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR744RAS,GRCh38,ENCFF259JNU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR744RAS,GRCh38,ENCFF753EEL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BSU,GRCh38,ENCFF398,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BSU,GRCh38,ENCFF011ZXF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BSU,GRCh38,ENCFF904TDY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BSU,GRCh38,ENCFF569ZCY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BRI,GRCh38,ENCFF346JDW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BRI,GRCh38,ENCFF752QOM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BRI,GRCh38,ENCFF081FJM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BRI,GRCh38,ENCFF677QUK,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR886OEO,GRCh38,ENCFF678QTH,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4
ENCSR886OEO,GRCh38,ENCFF424TFR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR886OEO,GRCh38,ENCFF251VZS,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR000DNZ,GRCh38,ENCFF206BGR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DNZ,GRCh38,ENCFF711PGY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DNZ,GRCh38,ENCFF705LAM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR015TKV,GRCh38,ENCFF022GRJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR015TKV,GRCh38,ENCFF629SGM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR015TKV,GRCh38,ENCFF838RNY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR015TKV,GRCh38,ENCFF506PXL,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR759KXQ,GRCh38,ENCFF272IPH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR759KXQ,GRCh38,ENCFF175ME,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR759KXQ,GRCh38,ENCFF372LBT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR848QXX,GRCh38,ENCFF141CBF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
